timestamp	direction	message
673009	incoming	setTaskState: rest
681011	incoming	setTaskState: noGoTrial
691011	incoming	setTaskState: rest
699017	incoming	setTaskState: noGoTrial
709020	incoming	setTaskState: rest
717024	incoming	setTaskState: noGoTrial
719493	outgoing	catchBug
727023	incoming	setTaskState: rest
735026	incoming	setTaskState: goTrial
745027	incoming	setTaskState: rest
753030	incoming	setTaskState: noGoTrial
763030	incoming	setTaskState: rest
771039	incoming	setTaskState: goTrial
775879	outgoing	catchBug
781037	incoming	setTaskState: rest
784189	outgoing	catchBug
787306	outgoing	catchBug
787950	outgoing	catchBug
789038	incoming	setTaskState: noGoTrial
799040	incoming	setTaskState: rest
807044	incoming	setTaskState: goTrial
816348	incoming	openMouth
817045	incoming	setTaskState: rest
817045	incoming	closeMouth
817897	incoming	openMouth
818153	outgoing	catchBug
825051	incoming	closeMouth
825052	incoming	setTaskState: goTrial
835052	incoming	setTaskState: rest
838493	outgoing	catchBug
843059	incoming	setTaskState: end
898674	incoming	updateConnectedClients
898972	incoming	updateConnectedClients
898973	incoming	updateRunNum
898973	incoming	setTaskState: startScreen
898973	incoming	updateScore
901812	incoming	updateRunNum
903588	incoming	updateConnectedClients
916152	outgoing	catchBug
924443	outgoing	catchBug
952512	outgoing	catchBug
954044	outgoing	catchBug
955567	outgoing	catchBug
960519	outgoing	catchBug
981367	incoming	updateScore
981368	incoming	startTask
981368	incoming	setTaskState: dummyScans
986466	outgoing	catchBug
989374	incoming	setTaskState: goTrial
994358	incoming	openMouth
996411	incoming	closeMouth
998545	incoming	openMouth
999372	incoming	setTaskState: rest
999372	incoming	closeMouth
1000973	incoming	openMouth
1006343	outgoing	catchBug
1007373	incoming	closeMouth
1007374	incoming	setTaskState: noGoTrial
1008694	outgoing	catchBug
1017376	incoming	setTaskState: rest
1025376	incoming	setTaskState: goTrial
1030863	incoming	openMouth
1033155	outgoing	catchBug
1033217	incoming	catchBug
1033217	incoming	updateScore
1035380	incoming	setTaskState: rest
1035380	incoming	closeMouth
1039465	outgoing	catchBug
1043388	incoming	setTaskState: noGoTrial
1053389	incoming	setTaskState: rest
1061389	incoming	setTaskState: noGoTrial
1071390	incoming	setTaskState: rest
1074330	outgoing	catchBug
1077265	outgoing	catchBug
1079391	incoming	setTaskState: noGoTrial
1089393	incoming	setTaskState: rest
1097394	incoming	setTaskState: goTrial
1106963	incoming	openMouth
1107396	incoming	setTaskState: rest
1107396	incoming	closeMouth
1108911	incoming	openMouth
1115401	incoming	closeMouth
1115402	incoming	setTaskState: goTrial
1123887	outgoing	catchBug
1125404	incoming	setTaskState: rest
1133409	incoming	setTaskState: goTrial
1135332	outgoing	catchBug
1143362	outgoing	catchBug
1143411	incoming	setTaskState: rest
1151417	incoming	setTaskState: goTrial
1152911	outgoing	catchBug
1154335	outgoing	catchBug
1161417	incoming	setTaskState: rest
1165187	incoming	openMouth
1169417	incoming	closeMouth
1169418	incoming	setTaskState: noGoTrial
1169498	outgoing	catchBug
1171483	outgoing	catchBug
1179419	incoming	setTaskState: rest
1187422	incoming	setTaskState: noGoTrial
1195166	outgoing	catchBug
1197425	incoming	setTaskState: rest
1197890	outgoing	catchBug
1203467	outgoing	catchBug
1205428	incoming	setTaskState: end
1247352	incoming	updateConnectedClients
1247647	incoming	updateConnectedClients
1247647	incoming	updateRunNum
1247648	incoming	setTaskState: startScreen
1247648	incoming	updateScore
1250259	incoming	updateRunNum
1251325	incoming	updateConnectedClients
1304425	outgoing	catchBug
1304680	outgoing	catchBug
1309016	outgoing	catchBug
1318316	incoming	updateScore
1318316	incoming	startTask
1318317	incoming	setTaskState: dummyScans
1326319	incoming	setTaskState: goTrial
1327284	outgoing	catchBug
1335176	outgoing	catchBug
1336322	incoming	setTaskState: rest
1344331	incoming	setTaskState: goTrial
1345503	outgoing	catchBug
1346417	incoming	openMouth
1352667	outgoing	catchBug
1352729	incoming	catchBug
1352730	incoming	updateScore
1353422	incoming	closeMouth
1354333	incoming	setTaskState: rest
1362335	incoming	setTaskState: goTrial
1368868	outgoing	catchBug
1372336	incoming	setTaskState: rest
1373528	incoming	openMouth
1375475	incoming	closeMouth
1380339	incoming	setTaskState: noGoTrial
1381512	outgoing	catchBug
1390339	incoming	setTaskState: rest
1394615	outgoing	catchBug
1398341	incoming	setTaskState: goTrial
1406369	outgoing	catchBug
1407459	outgoing	catchBug
1408343	incoming	setTaskState: rest
1409308	outgoing	catchBug
1416346	incoming	setTaskState: noGoTrial
1418258	outgoing	catchBug
1419894	outgoing	catchBug
1421697	incoming	openMouth
1423658	incoming	closeMouth
1424197	outgoing	catchBug
1426347	incoming	setTaskState: rest
1430952	outgoing	catchBug
1434352	incoming	setTaskState: noGoTrial
1444356	incoming	setTaskState: rest
1444610	outgoing	catchBug
1447402	outgoing	catchBug
1452358	incoming	setTaskState: noGoTrial
1460002	outgoing	catchBug
1462358	incoming	setTaskState: rest
1470364	incoming	setTaskState: goTrial
1476878	outgoing	catchBug
1480364	incoming	setTaskState: rest
1488371	incoming	setTaskState: noGoTrial
1498367	incoming	setTaskState: rest
1506285	outgoing	catchBug
1506369	incoming	setTaskState: noGoTrial
1507805	outgoing	catchBug
1516370	incoming	setTaskState: rest
1519372	incoming	openMouth
1524372	incoming	closeMouth
1524373	incoming	setTaskState: goTrial
1534374	incoming	setTaskState: rest
1542382	incoming	setTaskState: end
1573159	incoming	updateConnectedClients
1573450	incoming	updateConnectedClients
1573450	incoming	updateRunNum
1573451	incoming	setTaskState: startScreen
1573451	incoming	updateScore
1576375	incoming	updateRunNum
1585787	incoming	updateConnectedClients
1608620	outgoing	catchBug
1622765	incoming	updateScore
1622765	incoming	startTask
1622765	incoming	setTaskState: dummyScans
1630765	incoming	setTaskState: noGoTrial
1636959	outgoing	catchBug
1640769	incoming	setTaskState: rest
1648770	incoming	setTaskState: goTrial
1654797	incoming	openMouth
1656378	outgoing	catchBug
1656439	incoming	catchBug
1656439	incoming	updateScore
1658772	incoming	setTaskState: rest
1658772	incoming	closeMouth
1660806	outgoing	catchBug
1666776	incoming	setTaskState: goTrial
1676777	incoming	setTaskState: rest
1684782	incoming	setTaskState: noGoTrial
1689417	outgoing	catchBug
1694118	incoming	openMouth
1694784	incoming	setTaskState: rest
1694784	incoming	closeMouth
1702788	incoming	setTaskState: noGoTrial
1712788	incoming	setTaskState: rest
1714062	incoming	openMouth
1716813	outgoing	catchBug
1720790	incoming	closeMouth
1720792	incoming	setTaskState: noGoTrial
1725910	incoming	openMouth
1727855	outgoing	catchBug
1727917	incoming	catchBug
1727917	incoming	updateScore
1730793	incoming	setTaskState: rest
1730795	incoming	closeMouth
1734624	outgoing	catchBug
1738798	incoming	setTaskState: goTrial
1748800	incoming	setTaskState: rest
1756804	incoming	setTaskState: noGoTrial
1766810	incoming	setTaskState: rest
1774023	outgoing	catchBug
1774809	incoming	setTaskState: goTrial
1780240	outgoing	catchBug
1782170	incoming	openMouth
1784028	incoming	closeMouth
1784810	incoming	setTaskState: rest
1786943	outgoing	catchBug
1792810	incoming	setTaskState: goTrial
1802811	incoming	setTaskState: rest
1810816	incoming	setTaskState: noGoTrial
1820818	incoming	setTaskState: rest
1828823	incoming	setTaskState: goTrial
1838824	incoming	setTaskState: rest
1846834	incoming	setTaskState: end
1863366	outgoing	catchBug
1863697	outgoing	catchBug
1873221	incoming	updateConnectedClients
1873521	incoming	updateConnectedClients
1873521	incoming	updateRunNum
1873521	incoming	setTaskState: startScreen
1873522	incoming	updateScore
1875235	incoming	updateConnectedClients
1877355	incoming	updateRunNum
1906756	outgoing	catchBug
1918327	incoming	updateScore
1918329	incoming	startTask
1918329	incoming	setTaskState: dummyScans
1926321	incoming	setTaskState: goTrial
1936325	incoming	setTaskState: rest
1944334	incoming	setTaskState: noGoTrial
1949180	incoming	openMouth
1949831	outgoing	catchBug
1949893	incoming	catchBug
1949893	incoming	updateScore
1949920	outgoing	catchBug
1954335	incoming	setTaskState: rest
1954335	incoming	closeMouth
1955756	incoming	openMouth
1958043	outgoing	catchBug
1961332	outgoing	catchBug
1962338	incoming	closeMouth
1962338	incoming	setTaskState: goTrial
1967506	incoming	openMouth
1970051	outgoing	catchBug
1970118	incoming	catchBug
1970118	incoming	updateScore
1972341	incoming	setTaskState: rest
1972341	incoming	closeMouth
1980343	incoming	setTaskState: noGoTrial
1985332	incoming	openMouth
1987391	incoming	closeMouth
1989351	incoming	openMouth
1990343	incoming	setTaskState: rest
1990343	incoming	closeMouth
1991424	incoming	openMouth
1991679	outgoing	catchBug
1995112	outgoing	catchBug
1998348	incoming	closeMouth
1998348	incoming	setTaskState: noGoTrial
2007585	incoming	openMouth
2008350	incoming	setTaskState: rest
2008350	incoming	closeMouth
2016355	incoming	setTaskState: noGoTrial
2021259	incoming	openMouth
2023723	outgoing	catchBug
2023784	incoming	catchBug
2023784	incoming	updateScore
2026357	incoming	setTaskState: rest
2026357	incoming	closeMouth
2034360	incoming	setTaskState: noGoTrial
2039746	incoming	openMouth
2041389	incoming	closeMouth
2044365	incoming	setTaskState: rest
2045522	incoming	openMouth
2047459	outgoing	catchBug
2052366	incoming	closeMouth
2052367	incoming	setTaskState: noGoTrial
2062369	incoming	setTaskState: rest
2063429	incoming	openMouth
2065986	outgoing	catchBug
2070376	incoming	closeMouth
2070377	incoming	setTaskState: goTrial
2077441	incoming	openMouth
2079631	outgoing	catchBug
2079690	incoming	catchBug
2079692	incoming	updateScore
2079925	outgoing	catchBug
2080378	incoming	setTaskState: rest
2080378	incoming	closeMouth
2088382	incoming	setTaskState: goTrial
2095426	incoming	openMouth
2097946	outgoing	catchBug
2098007	incoming	catchBug
2098007	incoming	updateScore
2098385	incoming	setTaskState: rest
2098385	incoming	closeMouth
2106386	incoming	setTaskState: goTrial
2111417	incoming	openMouth
2113796	outgoing	catchBug
2113862	incoming	catchBug
2113862	incoming	updateScore
2116390	incoming	setTaskState: rest
2116391	incoming	closeMouth
2124390	incoming	setTaskState: goTrial
2129568	incoming	openMouth
2131950	outgoing	catchBug
2132010	incoming	catchBug
2132011	incoming	updateScore
2134396	incoming	setTaskState: rest
2134396	incoming	closeMouth
